date,return
2004-05-28,-0.002302
2004-05-31,0.005898
2004-06-01,0.026153
2004-06-02,0.002315
2004-06-03,0.003709
2004-06-04,-0.001017
2004-06-07,-0.024988
2004-06-08,-0.000329
2004-06-09,0.000994
2004-06-10,0.03828
2004-06-11,-0.002823
2004-06-14,0.005185
2004-06-15,-0.000563
2004-06-16,-0.01793
2004-06-17,0.016567
2004-06-18,0.012034
2004-06-21,0.01243
2004-06-22,-0.013792
2004-06-23,0.020633
2004-06-24,-0.021437
2004-06-25,0.009064
2004-06-28,0.038522
2004-06-29,-0.016535
2004-06-30,-0.010605
2004-07-01,0.001905
2004-07-02,-0.009342
2004-07-05,-0.026989
2004-07-06,0.001159
2004-07-07,-0.021402
2004-07-08,0.008925
2004-07-09,-0.018572
2004-07-12,0.029506
2004-07-13,-0.015478
2004-07-14,-0.006464
2004-07-15,0.016326
2004-07-16,-0.02339
2004-07-19,0.004167
2004-07-20,0.026472
2004-07-21,-0.030493
2004-07-22,0.003527
2004-07-23,0.0059
2004-07-26,0.016566
2004-07-27,-0.024555
2004-07-28,-0.025199
2004-07-29,0.011025
2004-07-30,0.006789
2004-08-02,0.005388
2004-08-03,0.006985
2004-08-04,-0.012859
2004-08-05,0.004138
2004-08-06,0.005197
2004-08-09,-0.011922
2004-08-10,0.029419
2004-08-11,0.00751
2004-08-12,-0.020079
2004-08-13,0.010493
2004-08-16,-0.01721
2004-08-17,0.013234
2004-08-18,0.020481
2004-08-19,-0.013925
2004-08-20,0.016237
2004-08-23,0.007056
2004-08-24,0.013677
2004-08-25,0.029917
2004-08-26,-0.003758
2004-08-27,-0.012431
2004-08-30,-0.0139
2004-08-31,-0.012899
2004-09-01,-0.001251
2004-09-02,0.005591
2004-09-03,0.004274
2004-09-06,0.012129
2004-09-07,0.000181
2004-09-08,0.019782
2004-09-09,-0.003425
2004-09-10,0.036466
2004-09-13,0.008042
2004-09-14,-0.013376
2004-09-15,-0.015939
2004-09-16,0.00741
2004-09-17,-0.00363
2004-09-20,0.011018
2004-09-21,0.006942
2004-09-22,-0.001034
2004-09-23,-0.011504
2004-09-24,-0.019581
2004-09-27,-0.005988
2004-09-28,0.01336
2004-09-29,0.003207
2004-09-30,-0.01819
2004-10-01,0.002399
2004-10-04,0.006002
2004-10-05,-0.01301
2004-10-06,0.002156
2004-10-07,0.000849
2004-10-08,-0.015802
2004-10-11,0.004699
2004-10-12,0.008109
2004-10-13,0.0149
2004-10-14,0.013959
2004-10-15,-0.018209
2004-10-18,-0.012304
2004-10-19,0.007742
2004-10-20,0.007857
2004-10-21,0.007516
2004-10-22,0.053847
2004-10-25,0.007659
2004-10-26,0.021723
2004-10-27,0.017203
2004-10-28,0.011642
2004-10-29,-0.005481
2004-11-01,0.012618
2004-11-02,-0.01225
2004-11-03,-0.003628
2004-11-04,-0.007535
2004-11-05,0.001208
2004-11-08,0.033294
2004-11-09,-0.025464
2004-11-10,0.010756
2004-11-11,-0.030385
2004-11-12,-0.00844
2004-11-15,0.023751
2004-11-16,0.001332
2004-11-17,-0.02194
2004-11-18,-0.013617
2004-11-19,0.013913
2004-11-22,-0.014702
2004-11-23,0.004152
2004-11-24,0.000874
2004-11-25,-0.011731
2004-11-26,0.03623
2004-11-29,0.010638
2004-11-30,-0.037412
2004-12-01,0.003272
2004-12-02,-0.015741
2004-12-03,0.0189
2004-12-06,-0.017361
2004-12-07,-0.002415
2004-12-08,0.01071
2004-12-09,0.017175
2004-12-10,-0.022537
2004-12-13,-0.006079
2004-12-14,-0.009468
2004-12-15,-0.01232
2004-12-16,0.032122
2004-12-17,0.007281
2004-12-20,-0.023824
2004-12-21,0.016346
2004-12-22,0.042379
2004-12-23,0.019797
2004-12-24,-0.032168
2004-12-27,-0.009905
2004-12-28,0.030589
2004-12-29,-0.016232
2004-12-30,0.010147
2004-12-31,0.017487
2005-01-03,-0.019672
2005-01-04,-0.001212
2005-01-05,-0.06825
2005-01-06,-0.020157
2005-01-07,-0.009167
2005-01-10,-0.043494
2005-01-11,0.053158
2005-01-12,-0.051735
2005-01-13,-0.015988
2005-01-14,0.005381
2005-01-17,0.055889
2005-01-18,-0.051575
2005-01-19,0.042345
2005-01-20,0.000421
2005-01-21,-0.038969
2005-01-24,0.016978
2005-01-25,0.007649
2005-01-26,-0.021516
2005-01-27,0.002322
2005-01-28,-0.012472
2005-01-31,0.003407
2005-02-01,0.018826
2005-02-02,0.041901
2005-02-03,-0.031022
2005-02-04,0.055079
2005-02-07,-0.054479
2005-02-08,-0.004514
2005-02-09,0.021894
2005-02-10,0.009699
2005-02-11,-0.020239
2005-02-14,-0.006294
2005-02-15,-0.014569
2005-02-16,-0.016255
2005-02-17,0.022496
2005-02-18,0.009182
2005-02-21,-0.017081
2005-02-22,0.020757
2005-02-23,0.007033
2005-02-24,0.017909
2005-02-25,0.012996
2005-02-28,-0.016467
2005-03-01,-0.010588
2005-03-02,0.014386
2005-03-03,0.011395
2005-03-04,-0.000374
2005-03-07,0.002004
2005-03-08,0.020522
2005-03-09,-0.008963
2005-03-10,0.00838
2005-03-11,-0.003042
2005-03-14,-0.003134
2005-03-15,0.015071
2005-03-16,0.010824
2005-03-17,0.010671
2005-03-18,0.016742
2005-03-21,0.000264
2005-03-22,0.008726
2005-03-23,-0.003789
2005-03-24,0.003865
2005-03-25,-0.001505
2005-03-28,0.001084
2005-03-29,0.006425
2005-03-30,-0.008548
2005-03-31,0.021508
2005-04-01,-0.010796
2005-04-04,-0.01438
2005-04-05,0.014358
2005-04-06,0.010741
2005-04-07,0.008394
2005-04-08,0.008237
2005-04-11,-0.000155
2005-04-12,-0.011047
2005-04-13,0.000893
2005-04-14,-0.008394
2005-04-15,0.011565
2005-04-18,-0.001767
2005-04-19,-0.009839
2005-04-20,-0.003684
2005-04-21,0.004921
2005-04-22,-0.006515
2005-04-25,-0.009201
2005-04-26,0.002729
2005-04-27,0.002839
2005-04-28,-0.005661
2005-04-29,-0.005086
2005-05-02,0.002497
2005-05-03,-0.015453
2005-05-04,-0.014575
2005-05-05,-0.008837
2005-05-06,-0.002889
2005-05-09,0.004196
2005-05-10,0.019041
2005-05-11,0.010602
2005-05-12,-0.002056
2005-05-13,-0.000239
2005-05-16,-0.012092
2005-05-17,-0.000214
2005-05-18,-0.003586
2005-05-19,0.003835
2005-05-20,-0.00953
2005-05-23,0.005779
2005-05-24,0.017764
2005-05-25,-0.001223
2005-05-26,0.004747
2005-05-27,0.007838
2005-05-30,-0.004418
2005-05-31,0.002427
2005-06-01,0.000134
2005-06-02,0.001011
2005-06-03,-0.007773
2005-06-06,0.00024
2005-06-07,0.005086
2005-06-08,0.014413
2005-06-09,0.009383
2005-06-10,0.022153
2005-06-13,-0.007906
2005-06-14,0.010119
2005-06-15,0.00215
2005-06-16,0.025354
2005-06-17,-0.009011
2005-06-20,-0.010643
2005-06-21,-0.007666
2005-06-22,-0.027922
2005-06-23,-0.00684
2005-06-24,-0.013528
2005-06-27,0.00256
2005-06-28,0.005867
2005-06-29,0.03031
2005-06-30,0.014546
2005-07-01,-0.009539
2005-07-04,-0.014409
2005-07-05,0.007743
2005-07-06,-0.021459
2005-07-07,0.028299
2005-07-08,0.020754
2005-07-11,-0.008513
2005-07-12,-0.030646
2005-07-13,0.023341
2005-07-14,-0.002456
2005-07-15,0.025936
2005-07-18,-0.031262
2005-07-19,-0.011743
2005-07-20,0.000122
2005-07-21,0.00105
2005-07-22,-0.00938
2005-07-25,0.01213
2005-07-26,-0.019998
2005-07-27,-0.002541
2005-07-28,0.002297
2005-07-29,0.009223
2005-08-01,0.011983
2005-08-02,-0.018028
2005-08-03,-0.023691
2005-08-04,0.021416
2005-08-05,0.006363
2005-08-08,-0.014078
2005-08-09,0.027467
2005-08-10,0.002063
2005-08-11,0.021528
2005-08-12,0.001157
2005-08-15,0.035211
2005-08-16,0.028209
2005-08-17,-0.004428
2005-08-18,0.017771
2005-08-19,0.01115
2005-08-22,0.023139
2005-08-23,-0.015608
2005-08-24,0.011271
2005-08-25,0.018042
2005-08-26,-0.028677
2005-08-29,-0.019034
2005-08-30,-0.04092
2005-08-31,-0.005576
2005-09-01,0.01933
2005-09-02,0.03781
2005-09-05,0.001776
2005-09-06,0.039841
2005-09-07,-0.031438
2005-09-08,-0.040387
2005-09-09,-0.001465
2005-09-12,0.011798
2005-09-13,-0.000932
2005-09-14,-0.055104
2005-09-15,-0.002208
2005-09-16,-0.044611
2005-09-19,0.021231
2005-09-20,0.013128
2005-09-21,-0.031616
2005-09-22,-0.016118
2005-09-23,-0.034423
2005-09-26,-0.001944
2005-09-27,0.031343
2005-09-28,-0.029997
2005-09-29,0.014832
2005-09-30,-0.016214
2005-10-03,-0.022707
2005-10-04,-0.002955
2005-10-05,-0.028657
2005-10-06,-0.014258
2005-10-07,-0.032721
2005-10-10,0.051493
2005-10-11,0.001009
2005-10-12,-0.020893
2005-10-13,0.005929
2005-10-14,-0.003085
2005-10-17,-0.005649
2005-10-18,0.014632
2005-10-19,0.016924
2005-10-20,-0.011245
2005-10-21,-0.011687
2005-10-24,-0.005409
2005-10-25,-0.044121
2005-10-26,-0.027459
2005-10-27,0.036111
2005-10-28,0.045396
2005-10-31,-0.006814
2005-11-01,0.016211
2005-11-02,0.008186
2005-11-03,0.07644
2005-11-04,0.025983
2005-11-07,-0.003788
2005-11-08,-0.02707
2005-11-09,-0.042357
2005-11-10,0.00559
2005-11-11,-0.024255
2005-11-14,-0.042341
2005-11-15,-0.019255
2005-11-16,-0.036523
2005-11-17,0.054855
2005-11-18,0.030397
2005-11-21,-0.00028
2005-11-22,0.049552
2005-11-23,0.002401
2005-11-24,-0.027241
2005-11-25,0.044685
2005-11-28,0.016144
2005-11-29,-0.031334
2005-11-30,-0.005397
2005-12-01,-0.026262
2005-12-02,-0.038637
2005-12-05,0.026497
2005-12-06,0.060957
2005-12-07,-0.042546
2005-12-08,0.018301
2005-12-09,-0.023354
2005-12-12,-0.016364
2005-12-13,-0.019502
2005-12-14,-0.02715
2005-12-15,0.001479
2005-12-16,-0.025674
2005-12-19,0.007752
2005-12-20,-0.001462
2005-12-21,-0.006474
2005-12-22,-0.022858
2005-12-23,-0.013624
2005-12-26,0.01841
2005-12-27,0.011789
2005-12-28,-0.021957
2005-12-29,0.002104
2005-12-30,0.016676
2006-01-02,-0.034576
2006-01-03,0.010787
2006-01-04,-0.016177
2006-01-05,0.013071
2006-01-06,-0.017254
2006-01-09,-0.038555
2006-01-10,-0.034921
2006-01-11,0.001284
2006-01-12,0.007672
2006-01-13,-0.024795
2006-01-16,0.01632
2006-01-17,-0.04378
2006-01-18,-0.001644
2006-01-19,-0.037099
2006-01-20,-0.018532
2006-01-23,0.001488
2006-01-24,-0.026101
2006-01-25,-0.010825
2006-01-26,0.028931
2006-01-27,-0.015664
2006-01-30,0.022035
2006-01-31,-0.028856
2006-02-01,0.012962
2006-02-02,0.037967
2006-02-03,-0.061114
2006-02-06,-0.020011
2006-02-07,0.021048
2006-02-08,-0.007106
2006-02-09,0.012209
2006-02-10,-0.018522
2006-02-13,0.002479
2006-02-14,-0.004345
2006-02-15,0.030283
2006-02-16,0.006157
2006-02-17,0.008074
2006-02-20,-0.009199
2006-02-21,-0.010211
2006-02-22,-0.008657
2006-02-23,0.007611
2006-02-24,-0.007788
2006-02-27,0.00506
2006-02-28,0.034848
2006-03-01,0.013813
2006-03-02,-0.005728
2006-03-03,0.020307
2006-03-06,-0.006578
2006-03-07,-0.032845
2006-03-08,-0.015612
2006-03-09,-0.03926
2006-03-10,-0.007336
2006-03-13,0.000489
2006-03-14,0.041729
2006-03-15,0.007574
2006-03-16,-0.005313
2006-03-17,0.018802
2006-03-20,-0.047047
2006-03-21,0.004826
2006-03-22,0.022228
2006-03-23,-0.039629
2006-03-24,0.029276
2006-03-27,0.010136
2006-03-28,-0.01198
2006-03-29,0.017033
2006-03-30,0.058159
2006-03-31,0.00441
2006-04-03,0.006782
2006-04-04,-0.011674
2006-04-05,-0.020151
2006-04-06,0.018871
2006-04-07,-0.019788
2006-04-10,0.001583
2006-04-11,-0.010765
2006-04-12,0.010069
2006-04-13,0.006756
2006-04-14,0.019838
2006-04-17,-0.009179
2006-04-18,-0.004774
2006-04-19,-0.016773
2006-04-20,-0.007224
2006-04-21,0.006467
2006-04-24,0.012455
2006-04-25,-0.014376
2006-04-26,0.013114
2006-04-27,0.021293
2006-04-28,0.006294
2006-05-01,0.028998
2006-05-02,-0.011364
2006-05-03,-0.019766
2006-05-04,-0.028207
2006-05-05,0.026162
2006-05-08,0.01368
2006-05-09,-0.001152
2006-05-10,0.005515
2006-05-11,-0.020757
2006-05-12,0.04245
2006-05-15,0.00244
2006-05-16,0.002293
2006-05-17,0.014217
2006-05-18,0.008824
2006-05-19,0.003943
2006-05-22,-0.013207
2006-05-23,0.00743
2006-05-24,0.030214
2006-05-25,0.020534
2006-05-26,0.02627
2006-05-29,-0.00841
2006-05-30,-0.016804
2006-05-31,-0.002067
2006-06-01,0.000963
2006-06-02,0.017807
2006-06-05,-0.025954
2006-06-06,0.023302
2006-06-07,-0.002951
2006-06-08,-0.007923
2006-06-09,-0.017664
2006-06-12,-0.027794
2006-06-13,0.014617
2006-06-14,0.001538
2006-06-15,-0.025772
2006-06-16,-0.02421
2006-06-19,-0.007095
2006-06-20,0.037788
2006-06-21,-0.005545
2006-06-22,-0.033538
2006-06-23,-0.005152
2006-06-26,-0.00679
2006-06-27,-0.062812
2006-06-28,-0.00119
2006-06-29,-0.008156
2006-06-30,0.022778
2006-07-03,0.056501
2006-07-04,0.032652
2006-07-05,-0.008277
2006-07-06,-0.033011
2006-07-07,0.071912
2006-07-10,0.001779
2006-07-11,0.00047
2006-07-12,-0.000755
2006-07-13,0.005747
2006-07-14,-0.003889
2006-07-17,-0.014389
2006-07-18,-0.012801
2006-07-19,-0.000746
2006-07-20,-0.011977
2006-07-21,-0.014661
2006-07-24,0.002128
2006-07-25,-0.005067
2006-07-26,0.027973
2006-07-27,-0.046633
2006-07-28,0.019762
2006-07-31,0.034018
2006-08-01,-0.053702
2006-08-02,-0.008812
2006-08-03,-0.012747
2006-08-04,-0.045113
2006-08-07,-0.023558
2006-08-08,-0.038745
2006-08-09,0.059709
2006-08-10,0.033894
2006-08-11,0.047149
2006-08-14,0.025608
2006-08-15,-0.039692
2006-08-16,-0.017447
2006-08-17,0.017517
2006-08-18,-0.041678
2006-08-21,0.022772
2006-08-22,-0.008469
2006-08-23,-0.012442
2006-08-24,0.022047
2006-08-25,0.013027
2006-08-28,-0.010048
2006-08-29,0.030244
2006-08-30,-0.026693
2006-08-31,0.01499
2006-09-01,0.015272
2006-09-04,-0.007515
2006-09-05,0.007489
2006-09-06,-0.027124
2006-09-07,0.018789
2006-09-08,-0.0042
2006-09-11,-0.011371
2006-09-12,0.021395
2006-09-13,-0.013923
2006-09-14,-0.027244
2006-09-15,-0.029891
2006-09-18,0.013267
2006-09-19,-0.031495
2006-09-20,0.040649
2006-09-21,-0.054067
2006-09-22,0.04485
2006-09-25,0.007364
2006-09-26,-0.003331
2006-09-27,-0.01742
2006-09-28,0.011847
2006-09-29,-0.001079
2006-10-02,0.029584
2006-10-03,0.002847
2006-10-04,0.00368
2006-10-05,-0.008293
2006-10-06,-0.001212
2006-10-09,0.006229
2006-10-10,-0.032376
2006-10-11,-0.024017
2006-10-12,0.016618
2006-10-13,0.004029
2006-10-16,-0.004122
2006-10-17,0.000386
2006-10-18,0.006826
2006-10-19,-0.009921
2006-10-20,-0.013491
2006-10-23,0.003312
2006-10-24,-0.0167
2006-10-25,0.006563
2006-10-26,-0.028905
2006-10-27,0.016531
2006-10-30,0.009508
2006-10-31,0.004946
2006-11-01,0.017947
2006-11-02,0.028616
2006-11-03,0.017079
2006-11-06,-0.032322
2006-11-07,-0.021882
2006-11-08,-0.01366
2006-11-09,0.000593
2006-11-10,0.011441
2006-11-13,-0.014966
2006-11-14,0.003644
2006-11-15,-0.014736
2006-11-16,-0.011183
2006-11-17,-0.025932
2006-11-20,-0.016647
2006-11-21,-0.02795
2006-11-22,-0.020275
2006-11-23,0.024506
2006-11-24,-0.022389
2006-11-27,0.060301
2006-11-28,0.011688
2006-11-29,0.005034
2006-11-30,-0.021883
2006-12-01,0.016635
2006-12-04,-0.013984
2006-12-05,0.002812
2006-12-06,0.057384
2006-12-07,-0.002009
2006-12-08,0.028442
2006-12-11,-0.01621
2006-12-12,-0.000797
2006-12-13,0.039825
2006-12-14,-0.013152
2006-12-15,0.040327
2006-12-18,0.015297
2006-12-19,-0.012837
2006-12-20,0.013698
2006-12-21,0.020479
2006-12-22,0.012436
2006-12-25,-0.030584
2006-12-26,-0.013472
2006-12-27,-0.005525
2006-12-28,-0.001616
2006-12-29,0.012679
2007-01-01,0.003396
2007-01-02,-0.02432
2007-01-03,0.006505
2007-01-04,0.01195
2007-01-05,0.0103
2007-01-08,0.01896
2007-01-09,0.01393
2007-01-10,0.007578
2007-01-11,-0.001121
2007-01-12,-0.025235
2007-01-15,0.006173
2007-01-16,0.003711
2007-01-17,0.004577
2007-01-18,-0.020283
2007-01-19,-0.016251
2007-01-22,0.017887
2007-01-23,-0.000697
2007-01-24,0.011734
2007-01-25,0.000458
2007-01-26,0.000463
2007-01-29,0.013792
2007-01-30,-0.007182
2007-01-31,0.001318
2007-02-01,-0.006212
2007-02-02,-0.005558
2007-02-05,-0.003876
2007-02-06,0.002721
2007-02-07,-0.005679
2007-02-08,0.014325
2007-02-09,-0.010097
2007-02-12,-0.002152
2007-02-13,-0.00528
2007-02-14,0.016719
2007-02-15,0.002235
2007-02-16,0.012187
2007-02-19,-0.016868
2007-02-20,0.003045
2007-02-21,0.011944
2007-02-22,0.001053
2007-02-23,0.013446
2007-02-26,-0.006239
2007-02-27,0.017046
2007-02-28,0.027444
2007-03-01,-0.004466
2007-03-02,-0.006165
2007-03-05,0.019333
2007-03-06,0.020497
2007-03-07,-0.007001
2007-03-08,-0.005819
2007-03-09,-0.003815
2007-03-12,-0.01768
2007-03-13,-0.011622
2007-03-14,-0.01461
2007-03-15,-0.011344
2007-03-16,-0.000538
2007-03-19,0.003639
2007-03-20,0.022746
2007-03-21,-0.0139
2007-03-22,0.014298
2007-03-23,-0.003245
2007-03-26,-0.000733
2007-03-27,0.009519
2007-03-28,-0.015032
2007-03-29,0.004967
2007-03-30,0.002359
2007-04-02,0.006652
2007-04-03,0.00372
2007-04-04,0.030445
2007-04-05,-0.00759
2007-04-06,-0.00742
2007-04-09,-0.008546
2007-04-10,-0.007482
2007-04-11,-0.008541
2007-04-12,0.015702
2007-04-13,0.018713
2007-04-16,-0.007545
2007-04-17,-0.011262
2007-04-18,0.006282
2007-04-19,-0.007563
2007-04-20,0.008306
2007-04-23,0.002633
2007-04-24,-0.01905
2007-04-25,0.018618
2007-04-26,0.025977
2007-04-27,-0.008925
2007-04-30,-0.005975
2007-05-01,0.004322
2007-05-02,0.004868
2007-05-03,0.00911
2007-05-04,0.026541
2007-05-07,-0.002266
2007-05-08,-0.011253
2007-05-09,-0.018504
2007-05-10,-0.010064
2007-05-11,-0.000516
2007-05-14,0.027676
2007-05-15,-0.007541
2007-05-16,0.003496
2007-05-17,-0.000249
2007-05-18,0.017048
2007-05-21,0.034365
2007-05-22,-0.00727
2007-05-23,-0.007771
2007-05-24,0.016019
2007-05-25,0.010177
2007-05-28,0.027222
2007-05-29,0.008298
2007-05-30,-0.005491
2007-05-31,0.008627
2007-06-01,0.015587
2007-06-04,0.011106
2007-06-05,0.006857
2007-06-06,0.014069
2007-06-07,0.014844
2007-06-08,0.017529
2007-06-11,0.00826
2007-06-12,-0.002175
2007-06-13,0.001848
2007-06-14,0.014573
2007-06-15,-0.009465
2007-06-18,0.004346
2007-06-19,-0.004768
2007-06-20,0.000335
2007-06-21,0.014608
2007-06-22,0.002102
2007-06-25,0.000525
2007-06-26,-0.014829
2007-06-27,0.007866
2007-06-28,0.007922
2007-06-29,0.02581
2007-07-02,-0.003581
2007-07-03,0.002872
2007-07-04,0.003141
2007-07-05,0.019023
2007-07-06,-0.001104
2007-07-09,0.003412
2007-07-10,0.007124
2007-07-11,0.002107
2007-07-12,-0.00493
2007-07-13,0.002072
2007-07-16,0.011362
2007-07-17,-0.010543
2007-07-18,0.001386
2007-07-19,-0.007851
2007-07-20,0.012927
2007-07-23,-0.016852
2007-07-24,-0.006267
2007-07-25,0.005012
2007-07-26,0.020309
2007-07-27,-0.000818
2007-07-30,-0.007249
2007-07-31,0.023422
2007-08-01,-0.0179
2007-08-02,-0.02936
2007-08-03,0.006656
2007-08-06,-0.009858
2007-08-07,-0.018853
2007-08-08,0.012673
2007-08-09,0.004605
2007-08-10,-0.01016
2007-08-13,-0.0217
2007-08-14,0.01449
2007-08-15,0.012048
2007-08-16,-0.001765
2007-08-17,0.031405
2007-08-20,-0.017138
2007-08-21,-0.026293
2007-08-22,-0.012458
2007-08-23,-0.000946
2007-08-24,0.00492
2007-08-27,-0.004562
2007-08-28,0.006255
2007-08-29,-0.021042
2007-08-30,0.022965
2007-08-31,-0.001465
2007-09-03,0.019901
2007-09-04,0.005736
2007-09-05,0.007586
2007-09-06,0.00895
2007-09-07,0.006697
2007-09-10,0.009221
2007-09-11,0.018228
2007-09-12,0.002606
2007-09-13,0.009583
2007-09-14,-0.001155
2007-09-17,0.018064
2007-09-18,-0.008117
2007-09-19,0.02244
2007-09-20,-0.000501
2007-09-21,-0.019072
2007-09-24,0.001626
2007-09-25,-0.010177
2007-09-26,0.011888
2007-09-27,-0.00927
2007-09-28,-0.006172
2007-10-01,-0.026094
2007-10-02,-0.00607
2007-10-03,-0.042407
2007-10-04,-0.026405
2007-10-05,0.018993
2007-10-08,0.020592
2007-10-09,0.010585
2007-10-10,-0.023001
2007-10-11,-0.001066
2007-10-12,-8.4e-05
2007-10-15,-0.025207
2007-10-16,0.030534
2007-10-17,0.019501
2007-10-18,-0.004917
2007-10-19,0.000575
2007-10-22,0.004188
2007-10-23,-0.038383
2007-10-24,-0.004363
2007-10-25,-0.016485
2007-10-26,-0.022634
2007-10-29,-0.006293
2007-10-30,0.041911
2007-10-31,0.014045
2007-11-01,-0.013288
2007-11-02,0.012595
2007-11-05,0.029959
2007-11-06,0.018738
2007-11-07,0.001225
2007-11-08,-0.012828
2007-11-09,0.012956
2007-11-12,0.007226
2007-11-13,0.015721
2007-11-14,0.010548
2007-11-15,0.01698
2007-11-16,-0.008296
2007-11-19,0.02017
2007-11-20,0.002955
2007-11-21,0.031378
2007-11-22,-0.009866
2007-11-23,0.027619
2007-11-26,0.003102
2007-11-27,-0.010746
2007-11-28,-0.007528
2007-11-29,-0.004962
2007-11-30,0.006375
2007-12-03,0.007525
2007-12-04,-0.007885
2007-12-05,-0.000322
2007-12-06,0.028049
2007-12-07,0.021558
2007-12-10,0.006131
2007-12-11,0.000551
2007-12-12,0.001661
2007-12-13,0.008064
2007-12-14,-0.012817
2007-12-17,-0.003131
2007-12-18,-0.021776
2007-12-19,0.004999
2007-12-20,0.010086
2007-12-21,-0.007137
2007-12-24,0.022403
2007-12-25,-0.017024
2007-12-26,-0.021175
2007-12-27,0.003539
2007-12-28,0.018598
2007-12-31,0.028128
2008-01-01,-0.00756
2008-01-02,0.01856
2008-01-03,-0.000637
2008-01-04,-0.002819
2008-01-07,0.013598
2008-01-08,0.009519
2008-01-09,-0.022512
2008-01-10,0.020337
2008-01-11,0.022997
2008-01-14,-0.010373
2008-01-15,0.006632
2008-01-16,0.008136
2008-01-17,0.004069
2008-01-18,-0.008194
2008-01-21,-0.009489
2008-01-22,-0.000356
2008-01-23,0.016318
2008-01-24,0.007183
2008-01-25,-0.004931
2008-01-28,0.009886
2008-01-29,-0.035418
2008-01-30,0.013987
2008-01-31,-0.03477
2008-02-01,-0.006908
2008-02-04,-0.026793
2008-02-05,-0.029145
2008-02-06,0.028232
2008-02-07,-0.012296
2008-02-08,0.008856
2008-02-11,-0.001146
2008-02-12,0.010909
2008-02-13,0.001638
2008-02-14,-0.025817
2008-02-15,0.018754
2008-02-18,-0.010488
2008-02-19,-0.031829
2008-02-20,-0.008438
2008-02-21,0.03529
2008-02-22,0.018916
2008-02-25,-0.007934
2008-02-26,-0.007614
2008-02-27,-0.006648
2008-02-28,0.040764
2008-02-29,0.007112
2008-03-03,0.008825
2008-03-04,0.019857
2008-03-05,0.004346
2008-03-06,-0.004627
2008-03-07,-0.003301
2008-03-10,-0.001143
2008-03-11,-0.000563
2008-03-12,0.010411
2008-03-13,0.000705
2008-03-14,0.009666
2008-03-17,-0.001015
2008-03-18,0.000966
2008-03-19,-0.023509
2008-03-20,0.010356
2008-03-21,0.005307
2008-03-24,0.0147
2008-03-25,-0.040586
2008-03-26,0.02894
2008-03-27,-0.003181
2008-03-28,0.025024
2008-03-31,-0.02195
2008-04-01,0.012744
2008-04-02,-0.023051
2008-04-03,-0.01291
2008-04-04,0.042183
2008-04-07,-0.00408
2008-04-08,0.004976
2008-04-09,0.018634
2008-04-10,0.009934
2008-04-11,0.002915
2008-04-14,0.006692
2008-04-15,0.041377
2008-04-16,-0.000938
2008-04-17,0.00379
